,Word,Definition,Verb
485,conor,"['to undertake', 'try', 'venture', 'presume', 'attempt\n']",True
486,conqueror,['to complain loudly\n'],True
487,conscendo,"['to ascend', 'mount', 'go up\n']",True
488,conscientia,"['conscience', 'consciousness', 'knowledge\n']",False
489,conscindo,['to tear in pieces\n'],True
490,conscius,"['conscious of', 'aware of\n']",False
491,conservo,"['to preserve', 'conserve', 'maintain', 'keep', 'hold to\n']",True
492,considero,"['to look at', 'regard carefully', '\n']",True
493,consido,"['to set down', 'settle\n']",True
494,consilio,"['intentionally', 'on purpose', 'designedly\n']",False
495,consilium,"['deliberation', 'consultation', 'assembly', 'council\n']",False
496,consilium,"['advice', 'suggestion', 'wisdom', 'plan', 'purpose', 'judgment\n']",False
497,consisto,"['(+ in) to depend on', 'rely on\n']",False
498,consisto,"[""to take one's stand"", 'stand still', 'stop', 'be posted\n']",True
499,consisto,"['(+ abl etc) to be formed of', 'consist / stop', 'stay\n']",False
500,consitor,"['sower', 'planter\n']",False
501,conspergo,"['to sprinkle', 'bestrew\n']",True
502,conspicio,"['to catch sight of', 'perceive', 'behold', 'understand\n']",True
503,constans,"['steady', 'firm', 'unchanging', 'constant', 'unwavering\n']",False
504,constanter,"['steadily', ' firmly\n']",False
505,constituo,"['to set up', 'place', 'establish', 'post', 'station\n']",True
506,constituo,"['to arrange', 'decide', 'appoint', 'settle', 'found', 'set up\n']",True
507,consto,"['to be established', 'stand firm', 'stop', 'endure\n']",True
508,constringo constrixi constrictum,"['to bind', 'confine', 'restrain \n']",True
509,construo  construxi  constructum,"['to construct', 'build', 'arrange\n']",True
510,constupator,"['ravisher', 'debaucher\n']",False
511,constupro,"['to ravish', 'corrupt\n']",True
512,consuasor,"['advisor', 'counselor\n']",False
513,consuefacio,"['to accustom', 'acclimate', 'become used to\n']",True
514,consuesco,"['to accustom', 'inure', 'habituate\n']",True
515,consueta,"['customary', 'usual\n']",False
516,consuetudo,"['custom', 'usage', 'habit / intimacy', 'familiar acquaintance\n']",False
517,consulatio,"['deliberation', 'inquiry', 'full consideration\n']",False
518,consulo,"['to reflect', 'consider', 'ponder', 'reflect\n']",True
519,consulo,"['(+ dat) look to the interests of / consult', 'ask advice\n']",False
520,consulo,"['to look to the interests of', 'come to a conclusion\n']",True
521,consulto,"['to ask the advice of', 'consult\n']",True
522,consulto,"['to consider carefully', 'weigh', 'ponder\n']",True
523,consultum,['decree\n'],False
524,consummatio,"['completion', 'summing up', 'adding up\n']",False
525,consummo,"['to add together', 'sum up', 'make perfect', 'complete\n']",True
526,consumo,"['to spend', 'employ', 'use up', 'finish', 'waste away', 'destroy\n']",True
527,consuo consui consutum,"['to sew together', 'stitch\n']",True
528,consurgo,"['to stand up', 'rise up / to arise', 'break out\n']",True
529,contabesco,"['to waste slowly away', 'decline in health\n']",True
530,contactus,"['touching', 'contact / contagion\n']",True
531,contages,"['a touch', 'contact\n']",False
532,contagio  contagium,"['contagion', 'infection / touching', 'contact\n']",False
533,contamino,"['to pollute', 'infect\n']",True
534,contego,"['to cover', 'shield', 'protect', 'defend\n']",True
535,contemno,"['to think meanly of', 'despise', 'condemn', 'hate\n']",True
536,contemplatio,"['survey', 'contemplation\n']",False
537,contemplor,"['to mark out', 'regard', 'consider carefully', 'survey\n']",True
538,contemptim,['contemptuously\n'],False
539,contemptio,"['scorn', 'disdain', 'contempt\n']",False
540,contemptus,"['despised', 'despicable', 'contemptible\n']",False
541,contendo,"['to compare', 'contrast / compete\n']",True
542,contendo,"['to contend', 'strive', 'struggle', 'hasten\n']",True
543,contendo,"['to assert', 'maintain / shoot (a missile)', 'cast\n']",True
544,contente,"['eagerly', 'earnestly\n']",False
545,contentus,"['contented', 'satisfied\n']",False
546,contentus,"['strained', 'stretched / eager', 'zealous\n']",False
547,contigo,"['(with dat)', 'to happen', 'befall \n']",False
548,contineo,"['to touch', 'reach', 'grasp', 'affect', 'infect\n']",True
549,"contineo contigi, contectum",['border on / befall (good luck)\n'],False
550,contineo,"['to keep in', 'surround', 'contain', 'confine', 'include\n']",True
551,contineo,"['hold together', 'keep together', 'connect', 'join\n']",False
552,contineo: ,"['to hold back', 'restrain\n']",True
553,contingo,"['(contactum) to touch closely', 'happen to', 'befall\n']",False
554,continuo,"['(adv) immediately', 'at once\n']",False
555,continuus,"['connected together', 'continuous', 'uninterrupted\n']",False
556,contra,['(+ acc) against\n'],False
557,contradictio,"['a speaking against', 'contradiction\n']",False
558,contrado,"['to deliver together', 'or wholly\n']",True
559,contraho,"['to draw together', 'collect', 'assemble', 'carry out\n']",True
560,contristo,['to make sad or gloomy\n'],True
561,contristo,"['to sadden', 'afflict', 'damage (of crops)\n']",True
562,conturbo,"['to confuse', 'scatter', 'throw into confusion', 'distress\n']",True
563,conventus,"['coming together', 'assembly', 'union', 'congress\n']",False
564,conversatio,"['way', 'manner of life / monastic life\n']",False
565,converto,"['to turn around', 'cause to turn / to adopt the monastic life\n']",True
566,convoco,"['to call together', 'convene\n']",True
567,copia,"['abundance', 'supply\n']",False
568,copiae  copie,"['supplies', 'troops', 'forces\n']",False
569,copiose,"['fully', 'at length', 'copiously\n']",False
570,Corbeiam,['Corbie\n'],False
571,cornu,['horn\n'],False
572,corona,"['crown', 'diadem\n']",False
573,corpus corporis,"['body', 'corpse\n']",False
574,correptius,['more shortly\n'],False
575,corrigo(correctum),"['to make correct', 'make right\n']",True
576,corripio,"['to seize', 'snatch up', 'steal', '(of a disease) attack\n']",True
577,corroboro,['to strengthen\n'],True
578,corrumpo,"['to break up', 'destroy', 'annihilate / spoil', 'weaken\n']",True
579,corrumpo,['(documents) to falsify / (character) to corrupt\n'],False
580,corruo,"['to fall to the ground', 'sink down / be ruined', 'destroyed\n']",True
581,Corturiacum,['Courtrai\n'],False
582,coruscus,"['(a) flashing', 'twinkling', 'shaking', 'trembling\n']",False
583,cotidie,"['daily', 'every day\n']",False
584,Courtacum,['Courtrai\n'],False
585,crapula,"['wine-drinking', 'intoxication', 'drunkenness\n']",False
586,cras,"['(adv) tomorrow', 'on the morrow\n']",False
587,crastinus,"['of the morrow', 'the morrow\n']",False
588,creator,"['creator', 'founder\n']",False
589,creatura,"['creature', 'servant\n']",False
590,creber,"['thick', 'frequent', 'numerous \n']",False
591,crebro,"['repeatedly', 'often', 'one after the other', 'time after time\n']",False
592,credo,"['to believe / trust', 'commit / trust in', 'rely on / think\n']",True
593,creo,"['to create', 'make\n']",True
594,creptio,"['taking by force', 'seizure\n']",False
595,crepusculum,"['dusk', 'twilight\n']",False
596,cresco(cretum),"['to grow', 'increase', 'expand\n']",True
597,creta,"['chalk', ""fuller's earth\n""]",False
598,cribro,['to sift\n'],True
599,cribrum,['sieve\n'],False
600,crinis,['hair \n'],False
601,crinitus,['long haired\n'],False
602,cruciamentum,"['torture', 'torment \n']",True
603,crucio,"['to torture', 'torment\n']",True
604,crudelis,['cruel\n'],False
605,cruentus,"['to make bloody', 'stain with blood\n']",True
606,cruentus,"['bloody', 'bloodthirsty', 'blood-red\n']",False
607,"crur, cruris","['leg', 'shank', 'shin', 'also foot\n']",False
608,crustulum,"['pastry', 'cookie\n']",False
609,crux  crucis,['cross \n'],False
610,cubicularis,['pertaining to a bedroom\n'],False
611,cubicularius,"['bed-chamber servant', 'chamberlain\n']",False
612,cubiculum,"['bedroom', 'sleeping chamber\n']",False
613,cubitum ire,"['to go to bed', 'retire\n']",True
614,cubitum,['the elbow / a cubit\n'],False
615,cubo,"['to lie down', 'recline\n']",True
616,cui,['(masc sing dat) TO WHOM did you give it?\n'],False
617,cui,['(fem sing dat) IN WHICH (province) did you live?\n'],False
618,cui,"['(neut sing dat) (the monster)', 'TO WHOM the cattle belonged\n']",False
619,cuius,['(neut sing gen) (the building) the size OF WHICH was great\n'],False
620,cuius,['(masc sing gen) (the saint) WHOSE virtues were many\n'],False
621,cuius,"['(fem sing gen) (the queen)', 'the vices OF WHOM were many\n']",False
622,cuiusmodi,['of what kind\n'],False
623,culpa,"['fault', 'blame', '(esp against chastity)\n']",False
624,culpo,"['to blame', 'censure', 'accuse\n']",True
625,cultellus,['a little knife\n'],False
626,cultura,['cultivation\n'],False
627,cum,['(prep + abl) with \n'],False
628,cum,['(with indicative) when\n'],False
629,cum,"['(with subjunctive) when', 'as', 'while', 'since', 'although\n']",False
630,cunabula,['cradle\n'],False
631,cunae,['nest for young birds\n'],False
632,cunctatio,['delay \n'],False
633,cunctator,"['delayer', 'procrastinator,\n']",False
634,cunctor,"['to delay', 'impede', 'hold up\n']",True
635,cunctus,"['all', 'all collectively', 'the whole\n']",False
636,cupiditas,"['ambition', 'avarice', 'party spirit', 'eager desire\n']",False
637,cupido,"['passion', 'desire', 'wanting', 'yearning', 'longing\n']",False
638,cupio,"['to desire', 'wish', 'long for', 'desire\n']",True
639,cuppedia,"['delicacies', 'candies', 'sweetmeats\n']",False
640,cupressus,"['cypress', 'cypress wood', 'a cypress-wood casket\n']",False
641,cur,"['why', 'wherefore\n']",False
642,cura,"['management', 'administration', 'care', 'concern', 'charge\n']",False
643,curatio,"['attention / medical attention', 'healing', 'curing\n']",False
644,curator,"['guardian', 'overseer\n']",False
645,curia,['court\n'],False
646,curiositas,"['curiosity', 'inquisitiveness', 'nosiness\n']",False
647,curiosus,"['careful', 'attentive / curious', 'inquisitive / worn out by cares\n']",False
648,curis  quris,['a spear\n'],False
649,curo,"['to care for', 'trouble about', 'pay attention to\n']",True
650,curo,"['manage', 'administer / provide money\n']",False
651,curo,"['(+gerundive) to see to a thing being done / cure', 'rest\n']",False
652,curriculum,"['a running', 'race', 'lap around the track', 'course\n']",False
653,currus,['cart / a plow with wheels\n'],False
654,cursim,"['hastily', 'quickly', 'rapidly\n']",False
655,cursito,['to run up and down\n'],True
656,curso,['to run back and forth\n'],True
657,cursor,"['runner', 'carrier', 'messenger\n']",False
658,cursus,"['a race', 'a running', 'race course', 'race track', 'course\n']",False
659,curto,"['to shorten', 'abbreviate\n']",True
660,Curtracus,['Courtrai\n'],False
661,curtus,"['shortened / mutilated', 'defective / gelded \n']",False
662,curvo,"['to bend', 'arch', 'curve / influence\n']",True
663,curvus,"['arched', 'bent', 'bowed', 'curved', 'crooked', 'wrong (morally crooked)\n']",False
664,custodia,"['protection', 'custody\n']",False
665,custodiae  custodie,"['guards', 'wardens\n']",False
666,custos(custodis),"['guardian', 'keeper', 'watchman', 'attendant', 'guard / spy\n']",False
667,damno,"['to condemn', 'damn\n']",True
668,dapifer,['seneschal\n'],False
669,de,"['(prep + abl) down from', 'from', 'concerning', 'about\n']",False
670,debeo,"['to owe', 'to be morally bound to', 'to be bound by\n']",True
671,debilito,"['to weaken', 'enervate', 'sap', 'exhaust\n']",True
672,"decens, decenter","['properly', 'fittingly', 'suitably\n']",False
673,decerno,"['to decide', 'determine', 'settle\n']",True
674,decerto,"['to contend', 'fight to the finish\n']",True
675,decet,"['it is seemly', 'comely', 'suitable', 'proper\n']",False
676,decimus,['tenth\n'],False
677,decipio,"['(deceptus) ensnare', 'trap', 'beguile', 'deceive', 'cheat\n']",False
678,decor,"['beauty', 'grace\n']",False
679,decoro,"['beautify', 'embellish', 'adorn\n']",False
680,decorus,"['beautiful', 'graceful', 'charming', 'proper', 'fit', 'becoming\n']",False
681,decretum,"['decree', 'judgment', 'edict', 'order\n']",False
682,decumbo,"['to fall', 'fall into', 'lie down\n']",True
683,dedecor,"['unseemly', 'shameful', 'disgraceful', 'dishonorable\n']",False
684,dedecus,"['shame', 'dishonor', 'disgrace', 'crime', 'dishonorable act\n']",False
685,dedico,['to dedicate \n'],True
686,deduco,"['to lad out colonists', 'found a colony\n']",True
687,defaeco,"['to cleanse', 'purify', 'purge\n']",True
688,defendo,"['to defend', 'ward off', 'protect', 'shelter\n']",True
689,defero,"['to hand over', 'carry down', 'communicate', 'offer', 'refer\n']",True
690,defessus,"['weary', 'tired\n']",False
691,defetiscor (defessus),"['to grow tired', 'weary', '\n']",True
692,deficio (defectum),"['to fail', 'to weaken', 'to be in want\n']",True
693,defigo,"['fasten down', 'secure', 'fix firmly / concentrate', 'fix upon\n']",False
694,defleo,"['to weep for', 'bewail\n']",True
695,defleo,"['to bewail', 'weep for\n']",True
696,defluo,"['to flow down', 'waste', 'disappear\n']",True
697,defluo,"['to flow away', 'disappear', 'be lost\n']",True
698,defungo,"[""to discharge one's duties"", 'quit', 'retire', 'die', 'finish\n']",True
699,degenero,"['to cause to degenerate', 'disgrace by degeneracy\n']",True
700,degenero,"[""to be unlike one's kind"", 'fall off', 'degenerate\n']",True
701,degero,"['to pass time', 'live\n']",True
702,degusto,['to taste\n'],True
703,deinde,"['next', 'then', 'thereafter', 'from that place\n']",False
704,delectatio,"['delight', 'pleasure', 'enjoyment\n']",False
705,delecto,"['to attract', 'delight / (pass + abl) take delight in\n']",True
706,delego,"['to transfer', 'commit', 'assign', 'impute', 'attribute', 'ascribe\n']",True
707,deleo,"['(deletum ) to destroy', 'wipe out', 'erase\n']",False
708,delibero,"['to consider', 'deliberate\n']",True
709,delicate,"['luxuriously', 'delicately', 'slowly\n']",False
710,delicate,['(adv) luxuriously\n'],False
711,deliciae,"['allurements', 'charms', 'delights', 'fancies / sweetheart\n']",False
712,delinquo,"['to fail', 'be wanting / fail in duty', 'commit a crime\n']",True
713,deludo,"['to mock', 'cheat\n']",True
714,demens(dementis ),"['insane', 'mad', ""out of one's mind"", 'foolish\n']",False
715,demergo,"['to sink', 'plunge into', 'dip under', 'go into debt\n']",True
716,demitto,"['set down', 'let fall (to offer payment to the church)', 'lower\n']",False
717,demo,"['to take away', 'subtract\n']",True
718,demonstro,"['to indicate', 'show', 'describe', 'explain\n']",True
719,demoror,"['to loiter', 'linger', 'tarry', 'belay\n']",True
720,demulceo,"['to stroke down', 'caress by stroking\n']",True
721,demum,"['at length at last', 'finally\n']",False
722,denego,"['to refuse', 'deny', 'reject\n']",True
723,denique,"['at last', 'finally', 'again', 'in short \n']",False
724,dens(dentis ),['tooth\n'],True
725,denuncio,"['declare', 'give notice', 'announce\n']",False
726,denuntio,"['to announce officially', 'pronounce', 'declare\n']",True
727,denuo,"['anew', 'again', 'a second time', 'afresh\n']",False
728,deorsum,['downwards\n'],False
729,depereo,"['to perish', 'be utterly ruined\n']",True
730,depono,"['to put down', 'lay aside\n']",True
731,depopulo depopulor,"['to lay waste', 'ravage', 'devastate\n']",True
732,deporto,"['to carry off', 'to take away\n']",True
733,depraedor depredor,"['to plunder', 'lay waste', 'pillage', 'ravage\n']",True
734,deprecator,"['intercessor', 'one who pleads on behalf\n']",False
735,deprecor,"['to entreat for', 'beg for / intercede / curse\n']",True
736,deprecor,"['to beg by entreaty', 'to excuse oneself / curse\n']",True
737,deprehensio,['detection\n'],False
738,deprimo (depressus),"['to press down', 'depress', 'low-lying\n']",True
739,depromo,"['to take down', 'produce', 'fetch out\n']",True
740,depulso,"['push aside', 'thrust away\n']",False
741,deputo,"['to count', 'estimate / prune', 'cut off\n']",True
742,derelinquo,"['to forsake', 'desert', 'abandon\n']",True
743,derideo,"['to laugh at', 'mock', 'deride\n']",True
744,deripio,"['to tear down', 'snatch away\n']",True
745,desidero,"['to long for', 'wish for greatly', 'to miss\n']",True
746,desidiosus,"['lazy', 'unmotivated\n']",False
747,desino (desiit),"['to leave off', 'give over', 'cease', 'stop', 'desist\n']",True
748,desino,"['cease', 'stop', 'end', 'desist\n']",False
